會員編號,姓名,電子郵件,地址,密碼,電話,縣市代碼
23446-47798-ID,Carmelita Thowes,cthowescp@craigslist.org,新北市烏來區34巷14號,0b06f4a8,0928336566,C002
28327-84469-ND,Rodolfo Willoway,rwillowaycq@admin.ch,新竹市北區榮濱路4巷25號,a68d8ffe,0976519566,C008
42466-87067-DT,Alvis Elwin,aelwincr@privacy.gov.au,嘉義縣朴子市南通路三段275號,8b404506,0999396658,C015
62246-99443-HF,Araldo Bilbrook,abilbrookcs@booking.com,台中市北屯區中清路二段31巷18號,cc4c6bd6,0956908753,C001
99869-55718-UU,Ransell McKall,rmckallct@sakura.ne.jp,台中市太平區大興11街195巷9號,8c952c5c,0915052952,C001
77421-46059-RY,Borg Daile,bdailecu@vistaprint.com,新北市三峽區大學路79巷6號,5a63b315,0958826255,C002
49894-06550-OQ,Adolphe Treherne,atrehernecv@state.tx.us,新北市土城區延安街65號,98559a50,0916276630,C002
72028-63343-SU,Annetta Brentnall,abrentnallcw@biglobe.ne.jp,台中市豐原區豐原大道四段251號,ab5adeab,0944887126,C001
10074-20104-NN,Dick Drinkall,ddrinkallcx@psu.edu,台北市大安區忠孝東路四段95號,c59ef7ad,0925424238,C001
71769-10219-IM,Dagny Kornel,dkornelcy@cyberchimps.com,台南市仁德區德洋路155巷14號,7f263132,0928194371,C001
22221-71106-JD,Rhona Lequeux,rlequeuxcz@newyorker.com,南投縣草屯鎮敦和路180號,c8a3f283,0901778334,C013
99735-44927-OL,Julius Mccaull,jmccaulld0@parallels.com,高雄市楠梓區海專路155巷19號,134e24e9,0972793359,C006
27064-10803-SB,Jolyn Dymoke,jdymoked1@mapquest.com,台中市太平區樹孝路9巷13號,c243400b,0969600448,C001
90440-62727-HI,Alberto Hutchinson,ahutchinsond2@imgur.com,彰化縣福興鄉彰水路133號,a0b3b698,0918102765,C012
36769-16558-SX,Lamond Gheeraert,,台南市南區新建路115巷20號,f4b9bccd,0976148629,C001
10138-31681-SD,Roxine Drivers,rdriversd4@hexun.com,台中市西屯區逢大路9號,31096b9d,0931184845,C001
24669-76297-SF,Heloise Zeal,hzeald5@google.de,台南市善化區環東路二段161巷3號,4ec7c4d8,0955354109,C001
78050-20355-DI,Granger Smallcombe,gsmallcombed6@ucla.edu,新竹市北區武陵路298號,fb7b0d9d,0948663565,C008
79825-17822-UH,Daryn Dibley,ddibleyd7@feedburner.com,新北市板橋區金門街101巷15號,509d5456,0900499063,C002
03990-21586-MQ,Gardy Dimitriou,gdimitrioud8@chronoengine.com,台中市西屯區台灣大道四段165號,d55219a9,0943029135,C001
27493-46921-TZ,Fanny Flanagan,fflanagand9@woothemes.com,台北市中山區合江街231號,02548472,0916427906,C001
27132-68907-RC,Ailey Brash,abrashda@plala.or.jp,宜蘭縣五結鄉中興路三段136號,f62130cd,0998557137,C017
21565-13068-SH,Tatiana Thorn,,台北市大同區南京西路143巷13號,c5dc75d4,0917006809,C001
04776-34127-MX,Wendeline McInerney,wmcinerneydc@wordpress.com,高雄市鳳山區瑞興路99號,dc3d15c1,0912572148,C006
58816-74064-TF,Nanny Izhakov,nizhakovdd@aol.com,高雄市三民區大中一路31巷9號,484690b1,0978764031,C006
09818-59895-EH,Stanly Keets,skeetsde@answers.com,台中市南屯區東興路二段38巷22號1樓,da528b29,0901330425,C001
06488-46303-IZ,Orion Dyott,,新北市三芝區淡金路一段166巷25號4樓,04fa4211,0915699417,C002
93046-67561-AY,Keefer Cake,kcakedg@huffingtonpost.com,彰化縣二林鎮里斗苑路四段64號,ec51065b,0971065471,C012
68946-40750-LK,Morna Hansed,mhanseddh@instagram.com,桃園市桃園區建新街75號,1df701c4,0974356832,C003
38387-64959-WW,Franny Kienlein,fkienleindi@trellian.com,台北市大同區民生西路21號,f9d97aa2,0998229565,C001
48418-60841-CC,Klarika Egglestone,kegglestonedj@sphinn.com,南投縣南投市南崗二路142巷19號2樓,1be529ee,0992311537,C013
13736-92418-JS,Becky Semkins,bsemkinsdk@unc.edu,嘉義縣民雄鄉大學路一段51巷22號4樓,b24ae637,0931465080,C015
33000-22405-LO,Sean Lorenzetti,slorenzettidl@is.gd,台北市大同區南京西路143巷13號,0aada6b6,0955517519,C001
46959-60474-LT,Bob Giannazzi,bgiannazzidm@apple.com,宜蘭縣宜蘭市延平路192巷2號,8d50369e,0946754297,C017
73431-39823-UP,Kendra Backshell,,屏東縣九如鄉東寧路124號,726d73f4,0911186861,C016
90993-98984-JK,Uriah Lethbrig,ulethbrigdo@hc360.com,新竹縣竹北市自強南路146號,84edfe15,0980208338,C010
06552-04430-AG,Sky Farnish,sfarnishdp@dmoz.org,基隆市七堵區明德一路77號,19752965,0911042996,C007
54597-57004-QM,Felicia Jecock,fjecockdq@unicef.org,桃園市桃園區大豐路23巷17號,018cb043,0969173176,C003
50238-24377-ZS,Currey MacAllister,,台中市北屯區景賢路112巷26號7樓,0b24276b,0927924207,C001
60370-41934-IF,Hamlen Pallister,hpallisterds@ning.com,高雄市楠梓區楠陽路7號,887571ce,0963596272,C006
06899-54551-EH,Chantal Mersh,cmershdt@drupal.org,台北市內湖區金湖路197巷12號1樓,ec74a64b,0952962962,C001
71631-11462-TH,Brendin Bredee,bbredeedu@flickr.com,台北市大安區濟南路三段57巷16號,1657ecd8,0968123708,C001
80463-43913-WZ,Malynda Purbrick,,新北市烏來區烏來街277號,0a395b58,0971053399,C002
67204-04870-LG,Alf Housaman,,新北市樹林區後站街61號,3d65a9f0,0926952059,C002
22721-63196-UJ,Gladi Ducker,gduckerdx@patch.com,高雄市仁武區鳳仁路24號,11ce74a7,0967251646,C006
88973-59503-DR,Emelita Shearsby,eshearsbydy@g.co,新北市三峽區187號,4bee1579,0974794972,C002
29738-86305-ZU,Berte Gaddes,,台北市內湖區成功路二段115巷7號6樓,414d26cd,0920803379,C001
68493-99734-LP,Nadia Erswell,nerswelle0@mlb.com,台中市大肚區中沙路146巷7號,9cc0075d,0966785237,C001
55515-37571-RS,Wain Stearley,wstearleye1@census.gov,新北市樹林區潭興街119號,921e3273,0930329962,C002
25598-77476-CB,Diane-marie Wincer,dwincere2@marriott.com,新北市新莊區豐年街193號,9d4e1b1a,0990541828,C002
14888-85625-TM,Perry Lyfield,plyfielde3@baidu.com,彰化縣花壇鄉彰員路二段139巷3號1樓,8ace1473,0945512822,C012
92793-68332-NR,Heall Perris,hperrise4@studiopress.com,新北市樹林區後站街61號,7c14f112,0900010218,C002
66458-91190-YC,Marja Urion,murione5@alexa.com,新北市新店區德正街116巷8號,9541b339,0995360058,C002
64439-27325-LG,Camellia Kid,ckide6@narod.ru,台北市大安區敦化南路一段173巷19號,e3798b47,0960252264,C001
78570-76770-LB,Carolann Beine,cbeinee7@xinhuanet.com,台中市西屯區福安路152號,d1fc4413,0955323064,C001
98661-69719-VI,Celia Bakeup,cbakeupe8@globo.com,桃園市龜山區文化一路7巷15號,b1bc70ac,0937004040,C003
82990-92703-IX,Nataniel Helkin,nhelkine9@example.com,台中市沙鹿區南斗路195巷13號,a78346b9,0917055111,C001
49412-86877-VY,Pippo Witherington,pwitheringtonea@networkadvertising.org,屏東縣恆春鎮省北路160號,7da245a4,0959054528,C016
70879-00984-FJ,Tildie Tilzey,ttilzeyeb@hostgator.com,南投縣草屯鎮新豐路298號,58c110df,0994108768,C013
53414-73391-CR,Cindra Burling,,桃園市楊梅區自立街41巷15號,ce806bff,0931307137,C003
43606-83072-OA,Channa Belamy,,高雄市鳳山區鳳北路121號,9732e016,0943212409,C006
84466-22864-CE,Karl Imorts,kimortsee@alexa.com,台中市沙鹿區沙田路78巷16號,c8defa5c,0996661308,C001
44086-16292-EU,Philippine Starte,pstarteef@accuweather.com,台南市安南區培安路125巷12號1樓,91283222,0924981511,C001
76499-89100-JQ,Mag Armistead,marmisteadeg@blogtalkradio.com,台中市南屯區大墩十一街46巷5號,d0f8f5ca,0934457533,C001
15451-65859-BG,Janela Lemerle,jlemerleeh@ustream.tv,桃園市龍潭區百年路192號,9293a631,0989777910,C003
39582-35773-ZJ,Vasili Upstone,vupstoneei@google.pl,新竹市香山區富群街194號,86a19c89,0974703902,C008
66240-46962-IO,Berty Beelby,bbeelbyej@rediff.com,台南市南區健康路二段179巷7號6樓,a039ad24,0961361028,C001
10637-45522-ID,Erny Stenyng,,嘉義市西區南京路259號,7dddd24d,0920812180,C009
92599-58687-CS,Edin Yantsurev,,台中市東勢區石城街2巷17號5樓,123466af,0925455230,C001
06058-48844-PI,Webb Speechly,wspeechlyem@amazon.com,桃園市蘆竹區南崁路二段27巷3號,402bfd75,0970523650,C003
53631-24432-SY,Irvine Phillpot,iphillpoten@buzzfeed.com,屏東縣萬丹鄉萬丹路三段178巷16號,a90e74a6,0969611170,C016
18275-73980-KL,Lem Pennacci,lpennaccieo@statcounter.com,台南市北區海安路三段173巷28號1樓,468732fb,0990141110,C001
23187-65750-HZ,Starr Arpin,sarpinep@moonfruit.com,嘉義市東區啟明路150巷20號4樓,40948393,0958942744,C009
22725-79522-GP,Donny Fries,dfrieseq@cargocollective.com,新北市三重區文化南路64巷15號,60f5dcb7,0984471858,C002
06279-72603-JE,Rana Sharer,rsharerer@flavors.me,新北市板橋區金門街101巷15號,aabb624b,0919419087,C002
83543-79246-ON,Nannie Naseby,nnasebyes@umich.edu,台北市信義區虎林街165號,14cef000,0969561265,C001
66794-66795-VW,Rea Offell,,新竹市北區育英路61號,9642cb79,0915543201,C008
95424-67020-AP,Kris O'Cullen,koculleneu@ca.gov,苗栗縣後龍鎮造豐路89巷22號,3030410a,0998782525,C011
73017-69644-MS,Timoteo Glisane,,桃園市平鎮區振興西路34號,16ebeca7,0999071885,C003
59361-00606-CU,Wyatan Cokly,wcoklyew@acquirethisname.com,高雄市燕巢區深中路4巷26號,c091003a,0963900760,C006
67423-10113-LM,Hildegarde Brangan,hbranganex@woothemes.com,高雄市鳳山區三誠路84號,b6ce6c6b,0907612238,C006
48582-05061-RY,Amii Gallyon,agallyoney@engadget.com,新北市汐止區福德一路5巷3號,2dec5896,0985160526,C002
32031-49093-KE,Birgit Domange,bdomangeez@yahoo.co.jp,彰化縣和美鎮線東路三段73巷21號,f8e752cb,0971194699,C012
31715-98714-OO,Killian Osler,koslerf0@gmpg.org,台南市中西區府前路二段202號,7a910360,0946752488,C001
73759-17258-KA,Lora Dukes,,新北市樹林區中山路三段8號,975d3c4c,0975675786,C002
64897-79178-MH,Zack Pellett,zpellettf2@dailymotion.com,新北市淡水區清水街28巷24號,27e5aa20,0950168686,C002
73346-85564-JB,Ilaire Sprakes,isprakesf3@spiegel.de,新北市板橋區信義路291號,dec526a6,0913564890,C002
07476-13102-NJ,Heda Fromant,hfromantf4@ucsd.edu,基隆市安樂區麥金路154號,546ad9d4,0993622784,C007
87223-37422-SK,Rufus Flear,rflearf5@artisteer.com,桃園市新屋區中華南路二段57巷23號2樓,b5015195,0977981374,C003
57837-15577-YK,Dom Milella,,嘉義市西區興雅路72號,8327cad7,0905256936,C009
64247-71448-NK,Almire MacAless,,桃園市桃園區龍壽街72巷6號3樓,d557997f,0972887355,C003
73647-66148-VM,Bette-ann Munden,bmundenf8@elpais.com,高雄市前鎮區翠亨北路195號,e242d07c,0984152748,C006
10142-55267-YO,Wilek Lightollers,wlightollersf9@baidu.com,彰化縣福興鄉彰水路133號,ac6795aa,0918581158,C012
92976-19453-DT,Nick Brakespear,nbrakespearfa@rediff.com,嘉義市東區啟明路101巷12號,1afb19c7,0912022221,C009
89757-51438-HX,Malynda Glawsop,mglawsopfb@reverbnation.com,新北市三重區重陽路三段169號,6c8d0b6c,0936911600,C002
76192-13390-HZ,Granville Alberts,galbertsfc@etsy.com,基隆市安樂區麥金路158號,4436fec4,0938603327,C007
02009-87294-SY,Vasily Polglase,vpolglasefd@about.me,新北市板橋區龍泉街40號,02ace78e,0975224565,C002
82872-34456-LJ,Madelaine Sharples,,新竹縣芎林鄉五和街98號,e4be5032,0967927670,C010
13181-04387-LI,Sigfrid Busch,sbuschff@so-net.ne.jp,桃園市蘆竹區仁愛路三段153巷6號2樓,dcaa56d5,0946122284,C003
24845-36117-TI,Cissiee Raisbeck,craisbeckfg@webnode.com,南投縣埔里鎮西安路一段100巷21號,2b356b2c,0930551149,C013
30256-29772-KK,Leslie Laughton,,雲林縣斗六市北平路12巷15號,587ee460,0971961004,C014
86646-65810-TD,Kenton Wetherick,,新北市永和區得和路63號,1241b055,0982051295,C002
59480-02795-IU,Reamonn Aynold,raynoldfj@ustream.tv,基隆市安樂區武聖街4巷6號,480032ae,0941025227,C007
61809-87758-LJ,Hatty Dovydenas,,台北市中山區民權西路142巷7號,5b7e9fd5,0989852042,C001
77408-43873-RS,Nathaniel Bloxland,,宜蘭縣南澳鄉蘇花路三段90巷3號,6739f790,0937409711,C017
18366-65239-WF,Brendan Grece,bgrecefm@naver.com,桃園市蘆竹區大竹路100號,25ce44f6,0953639777,C003
11107-57605-HS,Steffie Maddrell,smaddrellfn@123-reg.co.uk,南投縣草屯鎮新豐路298號,ef11a2a6,0906818993,C013
72072-33025-SD,Abbe Thys,athysfo@cdc.gov,新竹縣竹北市莊敬六街48巷16號,4b12cef9,0965650778,C010
58118-22461-GC,Jackquelin Chugg,jchuggfp@about.me,台中市大甲區蔣公路57號,ccf580c7,0901718841,C001
90940-63327-DJ,Audra Kelston,akelstonfq@sakura.ne.jp,新北市板橋區四川路一段295號,fbb54589,0941295906,C002
64481-42546-II,Elvina Angel,,台南市東區榮譽街181號,37c3f825,0972928499,C001
27536-28463-NJ,Claiborne Mottram,cmottramfs@harvard.edu,台北市中正區汀州路二段267號,ca7fd0f4,0917160399,C001
66005-20240-MI,Dilly Marrison,dmarrisonft@geocities.jp,台南市歸仁區大順街167巷18號5樓,e9bc8e83,0954618801,C001
70140-82812-KD,Donalt Sangwin,dsangwinfu@weebly.com,台北市中山區農安街227號,942a067f,0908655835,C001
91895-55605-LS,Elizabet Aizikowitz,eaizikowitzfv@virginia.edu,台北市萬華區和平西路三段32號,f277f7a9,0935174774,C001
43155-71724-XP,Herbie Peppard,,彰化縣花壇鄉彰員路二段139巷3號1樓,8068eb77,0962325370,C012
32038-81174-JF,Cornie Venour,cvenourfx@ask.com,新竹市東區立鵬路218號,edd5f028,0913772925,C008
59205-20324-NB,Maggy Harby,mharbyfy@163.com,台北市大安區金華街155巷10號,8209d7cf,0919121860,C001
99899-54612-NX,Reggie Thickpenny,rthickpennyfz@cafepress.com,彰化縣彰化市彰馬路178號,8c60a58a,0914304990,C012
26248-84194-FI,Phyllys Ormerod,pormerodg0@redcross.org,台北市信義區虎林街165號,93a270fc,0911908885,C001
19485-98072-PS,Don Flintiff,dflintiffg1@e-recht24.de,台北市萬華區和平西路三段177號,68ab8023,0908688207,C001
84493-71314-WX,Tymon Zanetti,tzanettig2@gravatar.com,高雄市鳳山區自強二路131號,711e6bd1,0983665252,C006
09530-56210-WO,Bili Follet,bfolletg3@a8.net,台中市北區博館東街127巷15號5樓,89439cb0,0973377304,C001
39789-43945-IV,Reinaldos Kirtley,rkirtleyg4@hatena.ne.jp,台南市南區喜樹路124巷22號,b2f5797c,0977595099,C001
38972-89678-ZM,Carney Clemencet,cclemencetg5@weather.com,桃園市龍潭區神龍路211號,aa7be9dd,0991030224,C003
91465-84526-IJ,Russell Donet,rdonetg6@oakley.com,基隆市仁愛區仁三路7巷16號,3274786b,0977337997,C007
22832-98538-RB,Sidney Gawen,sgaweng7@creativecommons.org,屏東縣九如鄉東寧路124號,f73343d7,0916370844,C016
30844-91890-ZA,Rickey Readie,rreadieg8@guardian.co.uk,高雄市仁武區仁林路106號,006dc110,0905156143,C006
64328-37891-JA,Conchita Dietzler,cdietzlerg9@goo.gl,新北市中和區圓通路103巷1號4樓,3229fdce,0927895518,C002
88992-49081-AT,Zilvia Claisse,,雲林縣台西鄉崙豐路283號,4b82c848,0968329409,C014
10204-31464-SA,Bar O' Mahony,bogb@elpais.com,台中市南屯區惠文路99巷18號,9cb2a4af,0922078672,C001
75156-80911-YT,Valenka Stansbury,vstansburygc@unblog.fr,基隆市七堵區明德一路137巷24號4樓,e69dd1f2,0928649095,C007
53971-49906-PZ,Daniel Heinonen,dheinonengd@printfriendly.com,宜蘭縣蘇澳鎮蘇港路112巷13號,69d005a2,0949478262,C017
10728-17633-ST,Jewelle Shenton,jshentonge@google.com.hk,新北市板橋區文化路一段24巷20號,f63b8bd3,0979874384,C002
13549-65017-VE,Jennifer Wilkisson,jwilkissongf@nba.com,高雄市三民區鼎山街199號,78af1bc3,0934709592,C006
87688-42420-TO,Kylie Mowat,,台北市士林區大東路93巷24號,e05bd068,0955556697,C001
05325-97750-WP,Cody Verissimo,cverissimogh@theglobeandmail.com,花蓮縣新城鄉北埔路195號,dac866e7,0957748078,C018
51901-35210-UI,Gabriel Starcks,gstarcksgi@abc.net.au,高雄市鳳山區鳳頂路141巷16號,c47b3ed7,0923380264,C006
62483-50867-OM,Darby Dummer,,台中市西區向上路一段168號,532bc2df,0970471302,C001
92753-50029-SD,Kienan Scholard,kscholardgk@sbwire.com,新北市新店區永業路81巷13號1樓,a467b88e,0955002391,C002
53809-98498-SN,Bo Kindley,bkindleygl@wikimedia.org,新北市鶯歌區尖山路63巷22號,75cdbb16,0958008168,C002
66308-13503-KD,Krissie Hammett,khammettgm@dmoz.org,桃園市平鎮區振興西路34號,5d843d5a,0927065150,C003
82458-87830-JE,Alisha Hulburt,ahulburtgn@fda.gov,新北市三重區重陽路二段129巷15號3樓,d8a111e1,0916865187,C002
41611-34336-WT,Peyter Lauritzen,plauritzengo@photobucket.com,台北市內湖區安泰街51巷16號,84733eda,0906684159,C001
70089-27418-UJ,Aurelia Burgwin,aburgwingp@redcross.org,高雄市旗津區廟前路179號,5d3e9f91,0961888323,C006
99978-56910-BN,Emalee Rolin,erolingq@google.fr,台中市南區工學路18巷8號4樓,5f2d612c,0953621410,C001
09668-23340-IC,Donavon Fowle,dfowlegr@epa.gov,桃園市楊梅區環東路160巷8號,cb6ece98,0902207964,C003
39457-62611-YK,Jorge Bettison,,新竹縣竹北市嘉豐五路二段153號,be1fc898,0934977184,C010
90985-89807-RW,Wang Powlesland,wpowleslandgt@soundcloud.com,新北市淡水區北新路55巷19號,035755a6,0987562781,C002
73171-33001-FC,Brendin Peattie,bpeattiegu@imgur.com,台北市信義區大道路63號,9b3a60ae,0909865084,C001
17816-67941-ZS,Laurence Ellingham,lellinghamgv@sciencedaily.com,桃園市蘆竹區南華一街163巷27號,186647d8,0907938677,C003
90816-65619-LM,Billy Neiland,,台北市大安區忠孝東路四段95號,cc7fe503,0972674875,C001
69761-61146-KD,Ancell Fendt,afendtgx@forbes.com,宜蘭縣員山鄉內城路265號,0b72f4df,0995298313,C017
24040-20817-QB,Angelia Cleyburn,acleyburngy@lycos.com,高雄市小港區廈莊一街133巷22號3樓,2e45753c,0976096948,C006
19524-21432-XP,Temple Castiglione,tcastiglionegz@xing.com,南投縣名間鄉松嶺街169號,d1069cf3,0966010166,C013
14398-43114-RV,Betti Lacasa,,新北市淡水區鄧公路176巷9號,2e8a2e16,0940370157,C002
41486-52502-QQ,Gunilla Lynch,,新竹縣新豐鄉康樂路一段195巷14號3樓,713d9ae3,0993293495,C010
62762-19458-UY,Vita Pummery,,台北市中正區杭州南路一段83巷1號,6f774867,0980732369,C001
20236-64364-QL,Shay Couronne,scouronneh3@mozilla.org,新北市新店區69巷11號,297a88b3,0923102921,C002
29102-40100-TZ,Linus Flippelli,lflippellih4@github.io,台北市南港區忠孝東路六段249號,a5a861e2,0930617756,C001
09171-42203-EB,Rachelle Elizabeth,relizabethh5@live.com,桃園市大園區華興路263號,d27d812c,0963757959,C003
29060-75856-UI,Innis Renhard,irenhardh6@i2i.jp,台北市大安區光復南路253號,4e8fa831,0918852517,C001
17088-16989-PL,Winne Roche,wrocheh7@xinhuanet.com,新北市板橋區新生街135號,53164fa8,0961906955,C002
94022-69223-DP,Josy Bus,jbush8@guardian.co.uk,台中市東區力行路63號,466f6c13,0960082388,C001
13324-78688-MI,Cordy Odgaard,codgaardh9@nsw.gov.au,台中市太平區樹德路188巷2號,e9d310f7,0994570183,C001
73799-04749-BM,Bertine Byrd,bbyrdha@4shared.com,新北市淡水區真理街167號,f721f8b4,0908329824,C002
01927-46702-YT,Nelie Garnson,,桃園市蘆竹區南崁路二段27巷3號,6acc4829,0951669134,C003
80467-17137-TO,Dianne Chardin,dchardinhc@nhs.uk,苗栗縣頭份市大營路40巷23號7樓,8ee1e605,0937729484,C011
14640-87215-BK,Hailee Radbone,hradbonehd@newsvine.com,台北市文山區木柵路二段89號,7002601a,0909585173,C001
94447-35885-HK,Wallis Bernth,wbernthhe@miitbeian.gov.cn,桃園市楊梅區瑞溪路二段287號,230c7b6d,0952143512,C003
71034-49694-CS,Byron Acarson,bacarsonhf@cnn.com,台北市中正區杭州南路一段83巷1號,57cf63c4,0941264759,C001
00445-42781-KX,Faunie Brigham,fbrighamhg@blog.com,南投縣草屯鎮太平路一段19巷11號6樓,a02a7ee1,0963340140,C013
14756-18321-CL,Linn Alaway,lalawayhh@weather.com,新竹縣竹北市莊敬七街32號,dfd8b57e,0919001525,C010
37997-75562-PI,Cami Meir,cmeirhi@cnet.com,彰化縣彰化市進德路45巷5號,e55b7393,0961533776,C012
69981-85767-RP,Marcie Aingell,maingellhj@nasa.gov,台中市北屯區部子路29巷1號6樓,0b62a7bf,0998491302,C001
96116-24737-LV,Marjorie Yoxen,myoxenhk@google.com,新北市三重區捷運路93號,cdd62062,0936453609,C002
18684-73088-YL,Gaspar McGavin,gmcgavinhl@histats.com,新北市中和區中板路114號,6cbc6174,0987239506,C002
74671-55639-TU,Lindy Uttermare,luttermarehm@engadget.com,桃園市平鎮區關爺西路177巷12號,f4d7706f,0999930617,C003
17488-65879-XL,Eal D'Ambrogio,edambrogiohn@techcrunch.com,屏東縣里港鄉永樂路153巷13號,e3ee424e,0993823954,C016
46431-09298-OU,Carolee Winchcombe,cwinchcombeho@jiathis.com,桃園市桃園區正康三街20號,695f87fb,0963522622,C003
60378-26473-FE,Benedikta Paumier,bpaumierhp@umn.edu,新北市板橋區雙十路三段198巷25號,47583670,0912580617,C002
34927-68586-ZV,Neville Piatto,,新北市中和區民利街6巷7號6樓,0f16605b,0968908456,C002
29051-27555-GD,Jeno Capey,jcapeyhr@bravesites.com,新竹縣寶山鄉創新一路81巷20號,70057051,0966717535,C010
05503-73375-RU,Carmella Bruffell,,台南市南區健康路二段37號,568bce99,0962509284,C001
64918-67725-MN,Yardley Basill,ybasillht@theguardian.com,台北市南港區福德街72巷27號4樓,c5cc70a6,0996045555,C001
85634-61759-ND,Maggy Baistow,mbaistowhu@i2i.jp,台北市大安區臨江街12號,167a5b74,0915712679,C001
40180-22940-QB,Courtney Pallant,cpallanthv@typepad.com,宜蘭縣宜蘭市民族路149號,3fbf7574,0958997017,C017
34666-76738-SQ,Marne Mingey,,新北市中和區保健路227號,321f0dcb,0967622643,C002
98536-88616-FF,Denny O' Ronan,dohx@redcross.org,宜蘭縣蘇澳鎮蘇花路二段85巷15號,82a3e106,0917481451,C017
55621-06130-SA,Dottie Rallin,drallinhy@howstuffworks.com,新北市新莊區福美街71號,13ff769a,0908702943,C002
45666-86771-EH,Ardith Chill,achillhz@epa.gov,新北市三峽區二鬮路68巷14號,3947b563,0911446473,C002
52143-35672-JF,Tuckie Mathonnet,tmathonneti0@google.co.jp,彰化縣彰化市公園路一段287號,309f58e3,0967315577,C012
24689-69376-XX,Charmane Denys,cdenysi1@is.gd,新北市林口區66號,29d52650,0938859942,C002
71891-51101-VQ,Cecily Stebbings,cstebbingsi2@drupal.org,台中市潭子區興華一路78巷25號,0aa82744,0954661118,C001
71749-05400-CN,Giana Tonnesen,,台北市信義區忠孝東路五段53號,40b4fc78,0912211192,C001
64845-00270-NO,Rhetta Zywicki,rzywickii4@ifeng.com,台北市文山區萬美街一段78號,0a148dd9,0907283122,C001
29851-36402-UX,Almeria Burgett,aburgetti5@moonfruit.com,台中市南區工學路18巷8號4樓,2fcc8361,0933044448,C001
12190-25421-WM,Marvin Malloy,mmalloyi6@seattletimes.com,台北市大安區延吉街241號,b46325d8,0975219514,C001
52316-30571-GD,Maxim McParland,mmcparlandi7@w3.org,南投縣南投市光華十路7巷20號,0f60d56f,0914108225,C013
23243-92649-RY,Sylas Jennaroy,sjennaroyi8@purevolume.com,高雄市左營區曾子路68號,454037ac,0905212696,C006
39528-19971-OR,Wren Place,wplacei9@wsj.com,台中市霧峰區吉峰東路131巷14號,bf313f76,0998683502,C001
10248-53779-DT,Hewitt Jarret,,台北市士林區雨聲街110號,e50a8909,0956744043,C001
93417-12322-YB,Dollie Gadsden,dgadsdenib@google.com.hk,屏東縣屏東市廣東路262號,0f9cf171,0985142585,C016
56891-86662-UY,Val Wakelin,vwakelinic@unesco.org,台南市善化區環東路二段161巷3號,7bc843f2,0939434497,C001
40414-26467-VE,Annie Campsall,acampsallid@zimbio.com,台中市潭子區復興路一段128號,cfccf9b0,0915680482,C001
87858-83734-RK,Shermy Moseby,smosebyie@stanford.edu,新北市鶯歌區尖山路63巷22號,ca3858e2,0957198103,C002
46818-20198-GB,Corrie Wass,cwassif@prweb.com,新北市金山區中山路69巷7號3樓,f6b21c15,0918976302,C002
29808-89098-XD,Ira Sjostrom,isjostromig@pbs.org,雲林縣斗六市大學路三段122號,9afcfb96,0933259244,C014
71845-97930-ME,Helli Load,hloadih@weibo.com,新北市土城區廣明街127號,68263f75,0965146233,C002
78786-77449-RQ,Jermaine Branchett,jbranchettii@bravesites.com,桃園市中壢區領航南路二段137巷19號,588c1737,0962902513,C003
27878-42224-QF,Nissie Rudland,nrudlandij@blogs.com,台北市文山區木新路二段84號,392cdbd9,0925422837,C001
32743-78448-KT,Janella Millett,jmillettik@addtoany.com,新北市三峽區大學路79巷6號,c93c5918,0913248770,C002
25331-13794-SB,Ferdie Tourry,ftourryil@google.de,新竹縣竹北市縣政九路98號,63685424,0980639658,C010
55864-37682-GQ,Cecil Weatherall,cweatherallim@toplist.cz,台北市信義區松德路98巷8號,9bd91619,0900036895,C001
97005-25609-CQ,Gale Heindrick,gheindrickin@usda.gov,新北市板橋區重慶路182巷12號,70d56f80,0945621237,C002
94058-95794-IJ,Layne Imason,limasonio@discuz.net,台北市大安區光復南路253號,e184c1dc,0952093090,C001
40214-03678-GU,Hazel Saill,hsaillip@odnoklassniki.ru,高雄市鼓山區明倫路112巷21號,2b14cc29,0977633683,C006
04921-85445-SL,Hermann Larvor,hlarvoriq@last.fm,新北市新店區永平街149巷15號2樓,3ad37fa5,0905610056,C002
53386-94266-LJ,Terri Lyford,,高雄市仁武區水管路233號,0fdbd610,0995411301,C006
49480-85909-DG,Gabey Cogan,,台北市大安區新生南路一段21巷6號7樓,d5e641a8,0950411912,C001
18293-78136-MN,Charin Penwarden,cpenwardenit@mlb.com,彰化縣芳苑鄉上林路路上段15巷18號1樓,95cffceb,0980381195,C012
84641-67384-TD,Milty Middis,mmiddisiu@dmoz.org,新北市三峽區民權街86號,f19caa04,0982622934,C002
72320-29738-EB,Adrianne Vairow,avairowiv@studiopress.com,基隆市中山區中山一路124號,bf89f6ea,0971005859,C007
47355-97488-XS,Anjanette Goldie,agoldieiw@goo.gl,台南市北區北門路二段81號,c5d6947b,0998371941,C001
63499-24884-PP,Nicky Ayris,nayrisix@t-online.de,新北市中和區壽德街89巷8號,3142420f,0956612010,C002
39193-51770-FM,Laryssa Benediktovich,lbenediktovichiy@wunderground.com,台南市東區民族路一段61巷19號6樓,884617aa,0989872921,C001
61323-91967-GG,Theo Jacobovitz,tjacobovitziz@cbc.ca,台中市南區工學北路12巷2號,83ad5197,0938343608,C001
