訂單編號,會員編號,貨運公司編號,訂單日期,付款日期,送貨地址,Status
MBM-55936-917,55989-39849-WO,D003,2022-07-05 02:01:17.347725,2022-07-08 02:01:17.347725,桃園市中壢區中北路二段167號,Shipped
TPA-93614-840,28932-49296-TM,D003,2024-06-13 02:01:17.347725,2024-06-16 02:01:17.347725,新竹市東區公道五路二段172號,Shipped
WDM-77521-710,86144-10144-CB,D004,2024-02-22 02:01:17.347725,2024-02-23 02:01:17.347725,台中市北區博館東街127巷15號5樓,Shipped
EIP-19142-462,60973-72562-DQ,D001,2024-12-30 02:01:17.347725,2025-01-01 02:01:17.347725,高雄市小港區廈莊一街133巷22號3樓,Shipped
ZZL-76364-387,11263-86515-VU,D004,2024-01-03 02:01:17.347725,2024-01-06 02:01:17.347725,台北市大安區光復南路144號,Shipped
GMF-18638-786,60004-62976-NI,D003,2025-01-19 02:01:17.347725,2025-01-21 02:01:17.347725,台中市西屯區西屯路二段28號,Shipped
TDJ-20844-787,77876-28498-HI,D003,2024-02-29 02:01:17.347725,2024-03-03 02:01:17.347725,新北市五股區登林路240號,Shipped
BWK-39400-446,61302-06948-EH,D003,2023-01-05 02:01:17.347725,2023-01-07 02:01:17.347725,新北市板橋區合安一路186巷5號,Shipped
LCB-02099-995,06757-96251-UH,D002,2022-11-23 02:01:17.347725,2022-11-24 02:01:17.347725,彰化縣福興鄉福工路280號,Shipped
UBA-43678-174,44530-75983-OD,D003,2022-07-08 02:01:17.347725,2022-07-11 02:01:17.347725,台南市永康區東橋一路157號,Shipped
UDH-24280-432,44865-58249-RY,D001,2024-09-08 02:01:17.347725,2024-09-09 02:01:17.347725,桃園市楊梅區自立街147號,Shipped
IDQ-20193-502,36021-61205-DF,D001,2022-08-29 02:01:17.347725,2022-08-30 02:01:17.347725,嘉義市西區南京路259號,Shipped
DJG-14442-608,75716-12782-SS,D003,2022-06-01 02:01:17.347725,2022-06-03 02:01:17.347725,新北市五股區民義路二段208號,Shipped
DWB-61381-370,11812-00461-KH,D002,2024-08-02 02:01:17.347725,2024-08-03 02:01:17.347725,新北市三峽區民權街86號,Shipped
FRD-17347-990,46681-78850-ZW,D001,2023-09-13 02:01:17.347725,2023-09-15 02:01:17.347725,新竹縣北埔鄉南興街19號,Shipped
YPP-27450-525,01932-87052-KO,D004,2024-03-27 02:01:17.347725,2024-03-29 02:01:17.347725,台北市信義區松信路131巷12號,Shipped
EFC-39577-424,16046-34805-ZF,D004,2024-12-01 02:01:17.347725,2024-12-03 02:01:17.347725,苗栗縣竹南鎮科專三路298號,Shipped
LAW-80062-016,34546-70516-LR,D005,2025-05-29 02:01:17.347725,2025-05-30 02:01:17.347725,南投縣名間鄉名松路二段101號,Shipped
WKL-27981-758,73699-93557-FZ,D002,2025-08-01 02:01:17.347725,2025-08-03 02:01:17.347725,台北市大同區南京西路143巷13號,Shipped
VRT-39834-265,86686-37462-CK,D001,2024-05-02 02:01:17.347725,2024-05-05 02:01:17.347725,高雄市岡山區柳橋西路一段253號,Shipped
QTC-71005-730,14298-02150-KH,D002,2024-12-26 02:01:17.347725,2024-12-29 02:01:17.347725,彰化縣彰化市公園路一段287號,Shipped
TNX-09857-717,48675-07824-HJ,D003,2025-02-27 02:01:17.347725,2025-03-01 02:01:17.347725,新北市板橋區莒光路132號,Shipped
JZV-43874-185,18551-80943-YQ,D004,2024-11-25 02:01:17.347725,2024-11-27 02:01:17.347725,桃園市平鎮區廣明路177巷18號,Shipped
ICF-17486-106,19196-09748-DB,D003,2023-05-22 02:01:17.347725,2023-05-25 02:01:17.347725,高雄市左營區榮總路103巷7號,Shipped
BMK-49520-383,72233-08665-IP,D004,2023-03-28 02:01:17.347725,2023-03-31 02:01:17.347725,嘉義縣民雄鄉建國路二段93號,Shipped
HTS-15020-632,53817-13148-RK,D003,2022-11-29 02:01:17.347725,2022-11-30 02:01:17.347725,台中市南區福田二街125號,Shipped
YLE-18247-749,92227-49331-QR,D001,2023-07-05 02:01:17.347725,2023-07-07 02:01:17.347725,台北市信義區光復南路160號,Shipped
KJJ-12573-591,12997-41076-FQ,D003,2025-01-11 02:01:17.347725,2025-01-12 02:01:17.347725,新竹縣芎林鄉富林路三段34巷24號7樓,Shipped
RGU-43561-950,44220-00348-MB,D001,2024-03-02 02:01:17.347725,2024-03-03 02:01:17.347725,基隆市信義區義七路216號,Shipped
JSN-73975-443,93047-98331-DD,D004,2025-10-20 02:01:17.347725,2025-10-22 02:01:17.347725,嘉義市西區世賢路二段15巷29號,Shipped
WNR-71736-993,16880-78077-FB,D004,2023-05-31 02:01:17.347725,2023-06-02 02:01:17.347725,桃園市中壢區吉林二路207號,Shipped
HNI-91338-546,67285-75317-XI,D002,2023-06-02 02:01:17.347725,2023-06-04 02:01:17.347725,台北市大安區濟南路三段57巷16號,Shipped
CYH-53243-218,88167-57964-PH,D005,2024-04-12 02:01:17.347725,2024-04-14 02:01:17.347725,台中市烏日區環中路八段202號,Shipped
SVD-75407-177,16106-36039-QS,D001,2024-12-16 02:01:17.347725,2024-12-17 02:01:17.347725,南投縣竹山鎮集山路三段107號,Shipped
NVN-66443-451,98921-82417-GN,D005,2024-12-13 02:01:17.347725,2024-12-14 02:01:17.347725,台北市萬華區富民路65巷2號,Shipped
JUA-13580-095,55265-75151-AK,D003,2022-07-25 02:01:17.347725,2022-07-28 02:01:17.347725,苗栗縣竹南鎮永貞路二段97巷28號,Shipped
ACY-56225-839,47386-50743-FG,D002,2024-05-23 02:01:17.347725,2024-05-25 02:01:17.347725,台中市豐原區豐原大道四段251號,Shipped
QBB-07903-622,32622-54551-UC,D002,2023-02-13 02:01:17.347725,2023-02-16 02:01:17.347725,新竹縣新埔鎮田新路297號,Shipped
JLJ-81802-619,16880-78077-FB,D005,2024-10-13 02:01:17.347725,2024-10-14 02:01:17.347725,桃園市中壢區吉林二路207號,Shipped
HFT-77191-168,48419-02347-XP,D004,2025-02-27 02:01:17.347725,2025-02-28 02:01:17.347725,桃園市平鎮區廣明路177巷18號,Shipped
SZR-35951-530,14121-20527-OJ,D004,2024-07-29 02:01:17.347725,2024-07-31 02:01:17.347725,宜蘭縣員山鄉溫泉路194巷3號,Shipped
IKL-95976-565,53486-73919-BQ,D003,2023-04-03 02:01:17.347725,2023-04-06 02:01:17.347725,嘉義市東區大雅路二段99號,Shipped
XEY-48929-474,21889-94615-WT,D001,2025-04-27 02:01:17.347725,2025-04-28 02:01:17.347725,宜蘭縣蘇澳鎮大同路273號,Shipped
SQT-07286-736,87726-16941-QW,D002,2023-04-02 02:01:17.347725,2023-04-03 02:01:17.347725,新北市三重區仁興街105巷22號3樓,Shipped
QDU-45390-361,03677-09134-BC,D005,2025-03-23 02:01:17.347725,2025-03-26 02:01:17.347725,高雄市三民區澄和路68巷5號5樓,Shipped
RUJ-30649-712,93224-71517-WV,D003,2025-07-04 02:01:17.347725,2025-07-05 02:01:17.347725,高雄市鼓山區華泰路192號,Shipped
WSV-49732-075,76263-95145-GJ,D001,2024-05-12 02:01:17.347725,2024-05-15 02:01:17.347725,桃園市蘆竹區海山路二段245號,Shipped
VJF-46305-323,68555-89840-GZ,D002,2022-05-13 02:01:17.347725,2022-05-15 02:01:17.347725,基隆市安樂區武聖街130號,Shipped
CXD-74176-600,70624-19112-AO,D005,2022-07-31 02:01:17.347725,2022-08-01 02:01:17.347725,高雄市鳳山區鳳育路8巷4號,Shipped
ADX-50674-975,58916-61837-QH,D001,2024-05-29 02:01:17.347725,2024-06-01 02:01:17.347725,新竹縣芎林鄉五和街98號,Shipped
RRP-51647-420,89292-52335-YZ,D002,2022-08-11 02:01:17.347725,2022-08-14 02:01:17.347725,新北市八里區觀海大道197巷2號,Shipped
PKJ-99134-523,77284-34297-YY,D003,2024-10-30 02:01:17.347725,2024-11-02 02:01:17.347725,高雄市小港區沿海一路44號,Shipped
FZQ-29439-457,50449-80974-BZ,D005,2024-06-18 02:01:17.347725,2024-06-21 02:01:17.347725,台中市龍井區龍山街168巷1號6樓,Shipped
USN-68115-161,08120-16183-AW,D001,2024-12-03 02:01:17.347725,2024-12-05 02:01:17.347725,新北市土城區廣明街127號,Shipped
IXU-20263-532,68044-89277-ML,D004,2023-03-10 02:01:17.347725,2023-03-12 02:01:17.347725,桃園市蘆竹區南華一街163巷27號,Shipped
CBT-15092-420,71364-35210-HS,D001,2023-04-11 02:01:17.347725,2023-04-14 02:01:17.347725,宜蘭縣蘇澳鎮大同路35巷26號,Shipped
PKQ-46841-696,37177-68797-ON,D004,2023-07-12 02:01:17.347725,2023-07-14 02:01:17.347725,新北市新店區安忠路62巷19號,Shipped
XDU-05471-219,60308-06944-GS,D005,2025-09-29 02:01:17.347725,2025-09-30 02:01:17.347725,新北市瑞芳區185號,Shipped
NID-20149-329,49888-39458-PF,D002,2024-09-12 02:01:17.347725,2024-09-13 02:01:17.347725,台中市太平區新平路三段275號,Shipped
SVU-27222-213,60748-46813-DZ,D004,2024-05-06 02:01:17.347725,2024-05-07 02:01:17.347725,高雄市小港區博學路85巷12號,Shipped
RWI-84131-848,16385-11286-NX,D005,2022-06-17 02:01:17.347725,2022-06-18 02:01:17.347725,高雄市前鎮區翠亨北路195號,Shipped
GUU-40666-525,68555-89840-GZ,D004,2025-03-19 02:01:17.347725,2025-03-22 02:01:17.347725,基隆市安樂區武聖街130號,Shipped
SCN-51395-066,72164-90254-EJ,D004,2025-05-13 02:01:17.347725,2025-05-15 02:01:17.347725,屏東縣屏東市民生東路293號,Shipped
ULA-24644-321,67010-92988-CT,D001,2024-12-06 02:01:17.347725,2024-12-09 02:01:17.347725,台中市神岡區大洲路215號,Shipped
EOL-92666-762,15776-91507-GT,D005,2023-05-06 02:01:17.347725,2023-05-09 02:01:17.347725,苗栗縣竹南鎮永貞路二段97巷28號,Shipped
AJV-18231-334,23473-41001-CD,D005,2023-10-29 02:01:17.347725,2023-10-31 02:01:17.347725,台北市中正區衡陽路29巷2號,Shipped
ZQI-47236-301,23446-47798-ID,D004,2022-11-17 02:01:17.347725,2022-11-20 02:01:17.347725,新北市烏來區34巷14號,Shipped
ZCR-15721-658,28327-84469-ND,D003,2025-09-18 02:01:17.347725,2025-09-20 02:01:17.347725,新竹市北區榮濱路4巷25號,Shipped
QEW-47945-682,42466-87067-DT,D003,2023-05-05 02:01:17.347725,2023-05-06 02:01:17.347725,嘉義縣朴子市南通路三段275號,Shipped
PSY-45485-542,62246-99443-HF,D002,2022-09-09 02:01:17.347725,2022-09-12 02:01:17.347725,台中市北屯區中清路二段31巷18號,Shipped
BAQ-74241-156,99869-55718-UU,D005,2023-11-17 02:01:17.347725,2023-11-18 02:01:17.347725,台中市太平區大興11街195巷9號,Shipped
BVU-77367-451,77421-46059-RY,D003,2024-02-13 02:01:17.347725,2024-02-15 02:01:17.347725,新北市三峽區大學路79巷6號,Shipped
TJE-91516-344,49894-06550-OQ,D005,2023-01-15 02:01:17.347725,2023-01-18 02:01:17.347725,新北市土城區延安街65號,Shipped
LIS-96202-702,72028-63343-SU,D002,2023-10-01 02:01:17.347725,2023-10-02 02:01:17.347725,台中市豐原區豐原大道四段251號,Shipped
VIO-27668-766,10074-20104-NN,D004,2023-04-09 02:01:17.347725,2023-04-10 02:01:17.347725,台北市大安區忠孝東路四段95號,Shipped
ZVG-20473-043,71769-10219-IM,D001,2024-03-31 02:01:17.347725,2024-04-02 02:01:17.347725,台南市仁德區德洋路155巷14號,Shipped
KGZ-56395-231,22221-71106-JD,D004,2025-03-31 02:01:17.347725,2025-04-01 02:01:17.347725,南投縣草屯鎮敦和路180號,Shipped
CUU-92244-729,99735-44927-OL,D005,2023-11-04 02:01:17.347725,2023-11-06 02:01:17.347725,高雄市楠梓區海專路155巷19號,Shipped
EHE-94714-312,27132-68907-RC,D005,2024-10-21 02:01:17.347725,2024-10-24 02:01:17.347725,宜蘭縣五結鄉中興路三段136號,Shipped
RTL-16205-161,90440-62727-HI,D004,2025-07-29 02:01:17.347725,2025-07-31 02:01:17.347725,彰化縣福興鄉彰水路133號,Shipped
GTS-22482-014,36769-16558-SX,D002,2025-07-17 02:01:17.347725,2025-07-19 02:01:17.347725,台南市南區新建路115巷20號,Shipped
DYG-25473-881,10138-31681-SD,D001,2023-06-03 02:01:17.347725,2023-06-05 02:01:17.347725,台中市西屯區逢大路9號,Shipped
HTR-21838-286,24669-76297-SF,D002,2025-06-06 02:01:17.347725,2025-06-09 02:01:17.347725,台南市善化區環東路二段161巷3號,Shipped
KYG-28296-920,78050-20355-DI,D001,2023-10-26 02:01:17.347725,2023-10-29 02:01:17.347725,新竹市北區武陵路298號,Shipped
NNB-20459-430,79825-17822-UH,D001,2025-11-17 02:01:17.347725,2025-11-20 02:01:17.347725,新北市板橋區金門街101巷15號,Shipped
FEK-14025-351,03990-21586-MQ,D005,2024-07-12 02:01:17.347725,2024-07-14 02:01:17.347725,台中市西屯區台灣大道四段165號,Shipped
AWH-16980-469,27493-46921-TZ,D001,2023-09-04 02:01:17.347725,2023-09-07 02:01:17.347725,台北市中山區合江街231號,Shipped
ZPW-31329-741,27132-68907-RC,D004,2022-10-01 02:01:17.347725,2022-10-03 02:01:17.347725,宜蘭縣五結鄉中興路三段136號,Shipped
UBI-83843-396,58816-74064-TF,D002,2023-02-01 02:01:17.347725,2023-02-04 02:01:17.347725,高雄市三民區大中一路31巷9號,Shipped
VID-40587-569,09818-59895-EH,D001,2024-06-15 02:01:17.347725,2024-06-17 02:01:17.347725,台中市南屯區東興路二段38巷22號1樓,Shipped
KBB-52530-416,06488-46303-IZ,D002,2023-03-16 02:01:17.347725,2023-03-18 02:01:17.347725,新北市三芝區淡金路一段166巷25號4樓,Shipped
ISJ-48676-420,93046-67561-AY,D003,2025-02-02 02:01:17.347725,2025-02-03 02:01:17.347725,彰化縣二林鎮里斗苑路四段64號,Shipped
MIF-17920-768,68946-40750-LK,D003,2024-11-28 02:01:17.347725,2024-11-30 02:01:17.347725,桃園市桃園區建新街75號,Shipped
CPX-19312-088,38387-64959-WW,D003,2023-11-24 02:01:17.347725,2023-11-25 02:01:17.347725,台北市大同區民生西路21號,Shipped
RXI-67978-260,48418-60841-CC,D003,2024-01-13 02:01:17.347725,2024-01-15 02:01:17.347725,南投縣南投市南崗二路142巷19號2樓,Shipped
LKE-14821-285,13736-92418-JS,D003,2023-08-27 02:01:17.347725,2023-08-29 02:01:17.347725,嘉義縣民雄鄉大學路一段51巷22號4樓,Shipped
LRK-97117-150,33000-22405-LO,D005,2022-10-31 02:01:17.347725,2022-11-02 02:01:17.347725,台北市大同區南京西路143巷13號,Shipped
IGK-51227-573,46959-60474-LT,D004,2023-02-18 02:01:17.347725,2023-02-19 02:01:17.347725,宜蘭縣宜蘭市延平路192巷2號,Shipped
ZAY-43009-775,73431-39823-UP,D002,2024-01-21 02:01:17.347725,2024-01-23 02:01:17.347725,屏東縣九如鄉東寧路124號,Shipped
EMA-63190-618,90993-98984-JK,D002,2025-06-23 02:01:17.347725,2025-06-26 02:01:17.347725,新竹縣竹北市自強南路146號,Shipped
FBI-35855-418,06552-04430-AG,D003,2024-01-10 02:01:17.347725,2024-01-13 02:01:17.347725,基隆市七堵區明德一路77號,Shipped
TXB-80533-417,54597-57004-QM,D002,2024-02-21 02:01:17.347725,2024-02-24 02:01:17.347725,桃園市桃園區大豐路23巷17號,Shipped
MBM-00112-248,50238-24377-ZS,D005,2022-12-26 02:01:17.347725,2022-12-28 02:01:17.347725,台中市北屯區景賢路112巷26號7樓,Shipped
EUO-69145-988,60370-41934-IF,D001,2024-12-23 02:01:17.347725,2024-12-26 02:01:17.347725,高雄市楠梓區楠陽路7號,Shipped
GYA-80327-368,06899-54551-EH,D002,2024-09-27 02:01:17.347725,2024-09-29 02:01:17.347725,台北市內湖區金湖路197巷12號1樓,Shipped
TNW-41601-420,66458-91190-YC,D002,2024-03-19 02:01:17.347725,2024-03-21 02:01:17.347725,新北市新店區德正街116巷8號,Shipped
ALR-62963-723,80463-43913-WZ,D001,2023-10-15 02:01:17.347725,2023-10-18 02:01:17.347725,新北市烏來區烏來街277號,Shipped
JIG-27636-870,67204-04870-LG,D005,2023-11-06 02:01:17.347725,2023-11-09 02:01:17.347725,新北市樹林區後站街61號,Shipped
CTE-31437-326,22721-63196-UJ,D003,2022-04-27 02:01:17.347725,2022-04-28 02:01:17.347725,高雄市仁武區鳳仁路24號,Shipped
SLD-63003-334,55515-37571-RS,D002,2025-06-12 02:01:17.347725,2025-06-13 02:01:17.347725,新北市樹林區潭興街119號,Shipped
BXN-64230-789,25598-77476-CB,D002,2024-04-13 02:01:17.347725,2024-04-14 02:01:17.347725,新北市新莊區豐年街193號,Shipped
XEE-37895-169,14888-85625-TM,D005,2022-06-15 02:01:17.347725,2022-06-18 02:01:17.347725,彰化縣花壇鄉彰員路二段139巷3號1樓,Shipped
ZTX-80764-911,92793-68332-NR,D004,2024-05-09 02:01:17.347725,2024-05-11 02:01:17.347725,新北市樹林區後站街61號,Shipped
WVT-88135-549,66458-91190-YC,D002,2023-03-11 02:01:17.347725,2023-03-12 02:01:17.347725,新北市新店區德正街116巷8號,Shipped
IPA-94170-889,64439-27325-LG,D003,2023-03-29 02:01:17.347725,2023-03-31 02:01:17.347725,台北市大安區敦化南路一段173巷19號,Shipped
YQL-63755-365,78570-76770-LB,D001,2023-11-24 02:01:17.347725,2023-11-26 02:01:17.347725,台中市西屯區福安路152號,Shipped
RKW-81145-984,98661-69719-VI,D001,2022-07-04 02:01:17.347725,2022-07-05 02:01:17.347725,桃園市龜山區文化一路7巷15號,Shipped
MBT-23379-866,82990-92703-IX,D005,2025-09-02 02:01:17.347725,2025-09-03 02:01:17.347725,台中市沙鹿區南斗路195巷13號,Shipped
GEJ-39834-935,49412-86877-VY,D002,2025-04-19 02:01:17.347725,2025-04-22 02:01:17.347725,屏東縣恆春鎮省北路160號,Shipped
KRW-91640-596,70879-00984-FJ,D004,2025-08-15 02:01:17.347725,2025-08-16 02:01:17.347725,南投縣草屯鎮新豐路298號,Shipped
AOT-70449-651,53414-73391-CR,D005,2025-10-04 02:01:17.347725,2025-10-05 02:01:17.347725,桃園市楊梅區自立街41巷15號,Shipped
DGC-21813-731,43606-83072-OA,D002,2025-08-20 02:01:17.347725,2025-08-22 02:01:17.347725,高雄市鳳山區鳳北路121號,Shipped
JBE-92943-643,84466-22864-CE,D001,2024-04-23 02:01:17.347725,2024-04-24 02:01:17.347725,台中市沙鹿區沙田路78巷16號,Shipped
ZIL-34948-499,66458-91190-YC,D003,2023-11-07 02:01:17.347725,2023-11-09 02:01:17.347725,新北市新店區德正街116巷8號,Shipped
JSU-23781-256,76499-89100-JQ,D001,2024-12-31 02:01:17.347725,2025-01-02 02:01:17.347725,台中市南屯區大墩十一街46巷5號,Shipped
VPX-44956-367,39582-35773-ZJ,D002,2022-10-02 02:01:17.347725,2022-10-05 02:01:17.347725,新竹市香山區富群街194號,Shipped
VTB-46451-959,66240-46962-IO,D002,2024-02-18 02:01:17.347725,2024-02-21 02:01:17.347725,台南市南區健康路二段179巷7號6樓,Shipped
DNZ-11665-950,10637-45522-ID,D003,2024-06-23 02:01:17.347725,2024-06-24 02:01:17.347725,嘉義市西區南京路259號,Shipped
ITR-54735-364,92599-58687-CS,D005,2023-11-19 02:01:17.347725,2023-11-21 02:01:17.347725,台中市東勢區石城街2巷17號5樓,Shipped
YDS-02797-307,06058-48844-PI,D002,2025-09-28 02:01:17.347725,2025-09-29 02:01:17.347725,桃園市蘆竹區南崁路二段27巷3號,Shipped
BPG-68988-842,53631-24432-SY,D001,2022-06-16 02:01:17.347725,2022-06-19 02:01:17.347725,屏東縣萬丹鄉萬丹路三段178巷16號,Shipped
XZG-51938-658,18275-73980-KL,D001,2023-07-30 02:01:17.347725,2023-08-01 02:01:17.347725,台南市北區海安路三段173巷28號1樓,Shipped
KAR-24978-271,23187-65750-HZ,D001,2022-05-05 02:01:17.347725,2022-05-07 02:01:17.347725,嘉義市東區啟明路150巷20號4樓,Shipped
FQK-28730-361,22725-79522-GP,D001,2025-08-05 02:01:17.347725,2025-08-07 02:01:17.347725,新北市三重區文化南路64巷15號,Shipped
BGB-67996-089,06279-72603-JE,D004,2025-05-25 02:01:17.347725,2025-05-28 02:01:17.347725,新北市板橋區金門街101巷15號,Shipped
XMC-20620-809,83543-79246-ON,D002,2024-09-06 02:01:17.347725,2024-09-07 02:01:17.347725,台北市信義區虎林街165號,Shipped
ZSO-58292-191,66794-66795-VW,D001,2025-10-05 02:01:17.347725,2025-10-08 02:01:17.347725,新竹市北區育英路61號,Shipped
LWJ-06793-303,95424-67020-AP,D002,2025-04-27 02:01:17.347725,2025-04-28 02:01:17.347725,苗栗縣後龍鎮造豐路89巷22號,Shipped
FLM-82229-989,73017-69644-MS,D004,2025-05-19 02:01:17.347725,2025-05-20 02:01:17.347725,桃園市平鎮區振興西路34號,Shipped
CPV-90280-133,66458-91190-YC,D004,2022-07-13 02:01:17.347725,2022-07-15 02:01:17.347725,新北市新店區德正街116巷8號,Shipped
OGW-60685-912,67423-10113-LM,D001,2024-03-16 02:01:17.347725,2024-03-19 02:01:17.347725,高雄市鳳山區三誠路84號,Shipped
DEC-11160-362,48582-05061-RY,D001,2025-02-05 02:01:17.347725,2025-02-08 02:01:17.347725,新北市汐止區福德一路5巷3號,Shipped
WCT-07869-499,32031-49093-KE,D002,2025-02-11 02:01:17.347725,2025-02-14 02:01:17.347725,彰化縣和美鎮線東路三段73巷21號,Shipped
FHD-89872-325,31715-98714-OO,D005,2022-08-22 02:01:17.347725,2022-08-25 02:01:17.347725,台南市中西區府前路二段202號,Shipped
AZF-45991-584,73759-17258-KA,D002,2023-02-04 02:01:17.347725,2023-02-05 02:01:17.347725,新北市樹林區中山路三段8號,Shipped
MDG-14481-513,64897-79178-MH,D001,2024-09-11 02:01:17.347725,2024-09-14 02:01:17.347725,新北市淡水區清水街28巷24號,Shipped
OFN-49424-848,73346-85564-JB,D002,2024-10-26 02:01:17.347725,2024-10-27 02:01:17.347725,新北市板橋區信義路291號,Shipped
NFA-03411-746,07476-13102-NJ,D005,2023-06-03 02:01:17.347725,2023-06-04 02:01:17.347725,基隆市安樂區麥金路154號,Shipped
CYM-74988-450,87223-37422-SK,D004,2024-02-09 02:01:17.347725,2024-02-11 02:01:17.347725,桃園市新屋區中華南路二段57巷23號2樓,Shipped
WTV-24996-658,57837-15577-YK,D003,2024-02-16 02:01:17.347725,2024-02-19 02:01:17.347725,嘉義市西區興雅路72號,Shipped
DSL-69915-544,10142-55267-YO,D004,2024-07-03 02:01:17.347725,2024-07-04 02:01:17.347725,彰化縣福興鄉彰水路133號,Shipped
NBT-35757-542,73647-66148-VM,D004,2024-10-30 02:01:17.347725,2024-10-31 02:01:17.347725,高雄市前鎮區翠亨北路195號,Shipped
OYU-25085-528,10142-55267-YO,D003,2024-05-31 02:01:17.347725,2024-06-02 02:01:17.347725,彰化縣福興鄉彰水路133號,Shipped
XCG-07109-195,92976-19453-DT,D005,2024-04-05 02:01:17.347725,2024-04-06 02:01:17.347725,嘉義市東區啟明路101巷12號,Shipped
YZA-25234-630,89757-51438-HX,D002,2025-09-05 02:01:17.347725,2025-09-07 02:01:17.347725,新北市三重區重陽路三段169號,Shipped
OKU-29966-417,76192-13390-HZ,D002,2023-02-15 02:01:17.347725,2023-02-16 02:01:17.347725,基隆市安樂區麥金路158號,Shipped
MEX-29350-659,02009-87294-SY,D005,2024-01-05 02:01:17.347725,2024-01-06 02:01:17.347725,新北市板橋區龍泉街40號,Shipped
NOY-99738-977,82872-34456-LJ,D002,2023-01-22 02:01:17.347725,2023-01-25 02:01:17.347725,新竹縣芎林鄉五和街98號,Shipped
TCR-01064-030,13181-04387-LI,D001,2024-06-26 02:01:17.347725,2024-06-28 02:01:17.347725,桃園市蘆竹區仁愛路三段153巷6號2樓,Shipped
YUL-42750-776,24845-36117-TI,D002,2025-03-18 02:01:17.347725,2025-03-19 02:01:17.347725,南投縣埔里鎮西安路一段100巷21號,Shipped
XQJ-86887-506,66458-91190-YC,D004,2025-03-01 02:01:17.347725,2025-03-02 02:01:17.347725,新北市新店區德正街116巷8號,Shipped
CUN-90044-279,86646-65810-TD,D002,2024-05-24 02:01:17.347725,2024-05-27 02:01:17.347725,新北市永和區得和路63號,Shipped
ICC-73030-502,59480-02795-IU,D005,2025-08-09 02:01:17.347725,2025-08-12 02:01:17.347725,基隆市安樂區武聖街4巷6號,Shipped
ADP-04506-084,61809-87758-LJ,D005,2024-11-16 02:01:17.347725,2024-11-18 02:01:17.347725,台北市中山區民權西路142巷7號,Shipped
PNU-22150-408,77408-43873-RS,D002,2022-12-04 02:01:17.347725,2022-12-07 02:01:17.347725,宜蘭縣南澳鄉蘇花路三段90巷3號,Shipped
VSQ-07182-513,18366-65239-WF,D004,2022-11-15 02:01:17.347725,2022-11-17 02:01:17.347725,桃園市蘆竹區大竹路100號,Shipped
SPF-31673-217,19485-98072-PS,D005,2023-10-03 02:01:17.347725,2023-10-06 02:01:17.347725,台北市萬華區和平西路三段177號,Shipped
NEX-63825-598,72072-33025-SD,D005,2023-06-17 02:01:17.347725,2023-06-19 02:01:17.347725,新竹縣竹北市莊敬六街48巷16號,Shipped
XPG-66112-335,58118-22461-GC,D005,2023-11-12 02:01:17.347725,2023-11-14 02:01:17.347725,台中市大甲區蔣公路57號,Shipped
NSQ-72210-345,90940-63327-DJ,D004,2025-01-13 02:01:17.347725,2025-01-14 02:01:17.347725,新北市板橋區四川路一段295號,Shipped
XRR-28376-277,64481-42546-II,D005,2024-08-25 02:01:17.347725,2024-08-28 02:01:17.347725,台南市東區榮譽街181號,Shipped
WHQ-25197-475,27536-28463-NJ,D005,2025-03-21 02:01:17.347725,2025-03-24 02:01:17.347725,台北市中正區汀州路二段267號,Shipped
HMB-30634-745,19485-98072-PS,D001,2023-06-13 02:01:17.347725,2023-06-14 02:01:17.347725,台北市萬華區和平西路三段177號,Shipped
XTL-68000-371,70140-82812-KD,D005,2023-08-01 02:01:17.347725,2023-08-04 02:01:17.347725,台北市中山區農安街227號,Shipped
YES-51109-625,91895-55605-LS,D005,2025-05-26 02:01:17.347725,2025-05-27 02:01:17.347725,台北市萬華區和平西路三段32號,Shipped
EAY-89850-211,43155-71724-XP,D001,2022-06-14 02:01:17.347725,2022-06-17 02:01:17.347725,彰化縣花壇鄉彰員路二段139巷3號1樓,Shipped
IOQ-84840-827,32038-81174-JF,D003,2023-03-07 02:01:17.347725,2023-03-08 02:01:17.347725,新竹市東區立鵬路218號,Shipped
FBD-56220-430,59205-20324-NB,D004,2025-09-08 02:01:17.347725,2025-09-10 02:01:17.347725,台北市大安區金華街155巷10號,Shipped
COV-52659-202,99899-54612-NX,D003,2024-06-07 02:01:17.347725,2024-06-09 02:01:17.347725,彰化縣彰化市彰馬路178號,Shipped
YUO-76652-814,26248-84194-FI,D005,2024-07-28 02:01:17.347725,2024-07-31 02:01:17.347725,台北市信義區虎林街165號,Shipped
PBT-36926-102,19485-98072-PS,D005,2024-11-25 02:01:17.347725,2024-11-28 02:01:17.347725,台北市萬華區和平西路三段177號,Shipped
BLV-60087-454,84493-71314-WX,D005,2025-10-01 02:01:17.347725,2025-10-02 02:01:17.347725,高雄市鳳山區自強二路131號,Shipped
QYC-63914-195,39789-43945-IV,D003,2023-09-07 02:01:17.347725,2023-09-09 02:01:17.347725,台南市南區喜樹路124巷22號,Shipped
OIB-77163-890,38972-89678-ZM,D002,2024-04-19 02:01:17.347725,2024-04-20 02:01:17.347725,桃園市龍潭區神龍路211號,Shipped
SGS-87525-238,91465-84526-IJ,D003,2024-10-28 02:01:17.347725,2024-10-31 02:01:17.347725,基隆市仁愛區仁三路7巷16號,Shipped
